,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
32,SPGI,S&P Global,reports,Financials,Financial Exchanges & Data,New York City; New York,,64040,1917,2016-02-12,64040_0000064040-16-000042.mda,https://www.sec.gov/Archives/edgar/data/64040/0000064040-16-000042.txt,3.63,2017-02-09,64040_0000064040-17-000015.mda,https://www.sec.gov/Archives/edgar/data/64040/0000064040-17-000015.txt,3.74,2018-02-09,64040_0000064040-18-000061.mda,https://www.sec.gov/Archives/edgar/data/64040/0000064040-18-000061.txt,4.45,2019-02-13,64040_0000064040-19-000059.mda,https://www.sec.gov/Archives/edgar/data/64040/0000064040-19-000059.txt,3.68,2020-02-10,64040_0000064040-20-000055.mda,https://www.sec.gov/Archives/edgar/data/64040/0000064040-20-000055.txt,4.17,0.03,-0.01,0.01,0.00,0.09,0.00,0.03,0.01,0.07,0.00
33,SRE,Sempra Energy,reports,Utilities,Multi-Utilities,San Diego; California,,1032208,1998,2016-02-26,1032208_0000086521-16-000091.mda,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-16-000091.txt,0.00,2017-02-28,1032208_0000086521-17-000017.mda,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-17-000017.txt,0.00,2018-02-27,1032208_0000086521-18-000019.mda,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-18-000019.txt,-1.90,2019-02-26,1032208_0000086521-19-000014.mda,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-19-000014.txt,-0.93,2020-02-27,1032208_0001032208-20-000006.mda,https://www.sec.gov/Archives/edgar/data/1032208/0001032208-20-000006.txt,-1.66,-0.03,-0.05,0.03,0.02,0.00,0.00,0.02,0.01,-0.01,-0.02
34,SBUX,Starbucks,reports,Consumer Discretionary,Restaurants,Seattle; Washington,,829224,1971,2016-11-18,829224_0000829224-16-000083.mda,https://www.sec.gov/Archives/edgar/data/829224/0000829224-16-000083.txt,3.29,2017-11-17,829224_0000829224-17-000049.mda,https://www.sec.gov/Archives/edgar/data/829224/0000829224-17-000049.txt,2.40,2018-11-16,829224_0000829224-18-000052.mda,https://www.sec.gov/Archives/edgar/data/829224/0000829224-18-000052.txt,1.77,2019-11-15,829224_0000829224-19-000051.mda,https://www.sec.gov/Archives/edgar/data/829224/0000829224-19-000051.txt,1.84,2020-11-12,829224_0000829224-20-000078.mda,https://www.sec.gov/Archives/edgar/data/829224/0000829224-20-000078.txt,-1.72,0.03,0.01,-0.02,0.00,-0.03,0.00,-0.01,-0.01,0.03,0.00
35,STT,State Street Corporation,reports,Financials,Asset Management & Custody Banks,Boston; Massachusetts,,93751,1792,2016-02-19,93751_0000093751-16-000446.mda,https://www.sec.gov/Archives/edgar/data/93751/0000093751-16-000446.txt,-0.61,2017-02-17,93751_0000093751-17-000249.mda,https://www.sec.gov/Archives/edgar/data/93751/0000093751-17-000249.txt,-1.26,2018-02-26,93751_0000093751-18-000308.mda,https://www.sec.gov/Archives/edgar/data/93751/0000093751-18-000308.txt,-0.43,2019-02-21,93751_0000093751-19-000336.mda,https://www.sec.gov/Archives/edgar/data/93751/0000093751-19-000336.txt,-0.80,2020-02-20,93751_0000093751-20-000684.mda,https://www.sec.gov/Archives/edgar/data/93751/0000093751-20-000684.txt,-0.59,-0.12,-0.02,-0.01,0.00,-0.01,0.00,-0.02,0.00,0.00,0.02
36,TROW,T. Rowe Price,reports,Financials,Asset Management & Custody Banks,Baltimore; Maryland,,1113169,1937,2016-02-05,1113169_0001113169-16-000033.mda,https://www.sec.gov/Archives/edgar/data/1113169/0001113169-16-000033.txt,0.35,2017-02-07,1113169_0001113169-17-000014.mda,https://www.sec.gov/Archives/edgar/data/1113169/0001113169-17-000014.txt,0.71,2018-02-16,1113169_0001113169-18-000009.mda,https://www.sec.gov/Archives/edgar/data/1113169/0001113169-18-000009.txt,2.83,2019-02-13,1113169_0001113169-19-000011.mda,https://www.sec.gov/Archives/edgar/data/1113169/0001113169-19-000011.txt,-0.49,2020-02-13,1113169_0001113169-20-000008.mda,https://www.sec.gov/Archives/edgar/data/1113169/0001113169-20-000008.txt,0.00,-0.01,-0.01,0.01,0.00,0.03,0.00,0.04,0.00,-0.03,-0.05
37,TPR,Tapestry,reports,Consumer Discretionary,Apparel; Accessories & Luxury Goods,New York City; New York,,1116132,2017,2016-08-19,1116132_0001116132-16-000026.mda,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-16-000026.txt,0.00,2017-08-18,1116132_0001116132-17-000011.mda,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-17-000011.txt,0.00,2018-08-16,1116132_0001116132-18-000021.mda,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-18-000021.txt,0.00,2019-08-15,1116132_0001116132-19-000016.mda,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-19-000016.txt,-0.50,2020-08-13,1116132_0001116132-20-000022.mda,https://www.sec.gov/Archives/edgar/data/1116132/0001116132-20-000022.txt,-3.27,-0.08,0.02,0.00,0.00,-0.01,-0.01,0.02,0.00,-0.01,0.01
38,TXN,Texas Instruments,reports,Information Technology,Semiconductors,Dallas; Texas,,97476,1930,2016-02-24,97476_0001564590-16-013126.mda,https://www.sec.gov/Archives/edgar/data/97476/0001564590-16-013126.txt,4.63,2017-02-23,97476_0001564590-17-002142.mda,https://www.sec.gov/Archives/edgar/data/97476/0001564590-17-002142.txt,4.63,2018-02-22,97476_0001564590-18-002832.mda,https://www.sec.gov/Archives/edgar/data/97476/0001564590-18-002832.txt,6.14,2019-02-22,97476_0001564590-19-003839.mda,https://www.sec.gov/Archives/edgar/data/97476/0001564590-19-003839.txt,5.19,2020-02-20,97476_0000097476-20-000009.mda,https://www.sec.gov/Archives/edgar/data/97476/0000097476-20-000009.txt,4.07,-0.15,-0.03,0.00,0.01,0.03,0.03,0.01,0.00,0.04,0.02
39,USB,U.S. Bancorp,reports,Financials,Diversified Banks,Minneapolis; Minnesota,,36104,1968,2016-02-25,36104_0001193125-16-478568.mda,https://www.sec.gov/Archives/edgar/data/36104/0001193125-16-478568.txt,0.00,2017-02-23,36104_0001193125-17-053947.mda,https://www.sec.gov/Archives/edgar/data/36104/0001193125-17-053947.txt,0.00,2018-02-22,36104_0001193125-18-053893.mda,https://www.sec.gov/Archives/edgar/data/36104/0001193125-18-053893.txt,0.00,2019-02-22,36104_0001193125-19-047201.mda,https://www.sec.gov/Archives/edgar/data/36104/0001193125-19-047201.txt,0.00,2020-02-20,36104_0001193125-20-043622.mda,https://www.sec.gov/Archives/edgar/data/36104/0001193125-20-043622.txt,0.00,-0.13,0.00,0.01,0.01,-0.04,0.01,0.00,0.00,0.06,0.02
40,VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing,San Antonio; Texas,,1035002,1980,2016-02-25,1035002_0001035002-16-000069.mda,https://www.sec.gov/Archives/edgar/data/1035002/0001035002-16-000069.txt,0.31,2017-02-23,1035002_0001035002-17-000009.mda,https://www.sec.gov/Archives/edgar/data/1035002/0001035002-17-000009.txt,-0.22,2018-02-28,1035002_0001035002-18-000010.mda,https://www.sec.gov/Archives/edgar/data/1035002/0001035002-18-000010.txt,1.47,2019-02-28,1035002_0001035002-19-000008.mda,https://www.sec.gov/Archives/edgar/data/1035002/0001035002-19-000008.txt,2.40,2020-02-26,1035002_0001035002-20-000007.mda,https://www.sec.gov/Archives/edgar/data/1035002/0001035002-20-000007.txt,0.85,-0.14,-0.11,-0.03,0.00,-0.01,-0.02,0.01,0.01,0.05,-0.02
41,VIAC,ViacomCBS,reports,Communication Services,Movies & Entertainment,New York City; New York,,813828,2019 (1952),2016-02-16,813828_0000813828-16-000065.mda,https://www.sec.gov/Archives/edgar/data/813828/0000813828-16-000065.txt,0.66,2017-02-17,813828_0000813828-17-000005.mda,https://www.sec.gov/Archives/edgar/data/813828/0000813828-17-000005.txt,1.58,2018-02-20,813828_0000813828-18-000018.mda,https://www.sec.gov/Archives/edgar/data/813828/0000813828-18-000018.txt,2.21,2019-02-15,813828_0000813828-19-000006.mda,https://www.sec.gov/Archives/edgar/data/813828/0000813828-19-000006.txt,-1.82,2020-02-20,813828_0000813828-20-000013.mda,https://www.sec.gov/Archives/edgar/data/813828/0000813828-20-000013.txt,-1.42,-0.33,-0.21,0.05,0.03,-0.04,-0.02,0.02,0.00,0.00,0.00
42,VNO,Vornado Realty Trust,reports,Real Estate,Office REITs,New York City; New York,,899689,1982,2016-02-16,899689_0000899689-16-000046.mda,https://www.sec.gov/Archives/edgar/data/899689/0000899689-16-000046.txt,-1.09,2017-02-13,899689_0000899689-17-000004.mda,https://www.sec.gov/Archives/edgar/data/899689/0000899689-17-000004.txt,-3.25,2018-02-12,899689_0000899689-18-000009.mda,https://www.sec.gov/Archives/edgar/data/899689/0000899689-18-000009.txt,-3.30,2019-02-11,899689_0000899689-19-000010.mda,https://www.sec.gov/Archives/edgar/data/899689/0000899689-19-000010.txt,-3.60,2020-02-18,899689_0000899689-20-000007.mda,https://www.sec.gov/Archives/edgar/data/899689/0000899689-20-000007.txt,-3.75,-0.13,-0.05,-0.02,-0.02,0.00,0.00,0.00,0.02,0.00,0.00
43,WM,Waste Management,reports,Industrials,Environmental & Facilities Services,Houston; Texas,,823768,1968,2016-02-18,823768_0001193125-16-467957.mda,https://www.sec.gov/Archives/edgar/data/823768/0001193125-16-467957.txt,0.71,2017-02-16,823768_0001193125-17-046480.mda,https://www.sec.gov/Archives/edgar/data/823768/0001193125-17-046480.txt,1.27,2018-02-15,823768_0001558370-18-000716.mda,https://www.sec.gov/Archives/edgar/data/823768/0001558370-18-000716.txt,2.82,2019-02-14,823768_0001558370-19-000662.mda,https://www.sec.gov/Archives/edgar/data/823768/0001558370-19-000662.txt,2.50,2020-02-13,823768_0001558370-20-000762.mda,https://www.sec.gov/Archives/edgar/data/823768/0001558370-20-000762.txt,2.73,-0.01,0.00,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.01
44,WAT,Waters Corporation,reports,Health Care,Health Care Distributors,Milford; Massachusetts,,1000697,1958,2016-02-26,1000697_0001193125-16-480594.mda,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-16-480594.txt,0.00,2017-02-24,1000697_0001193125-17-056239.mda,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-17-056239.txt,1.95,2018-02-27,1000697_0001193125-18-060830.mda,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-18-060830.txt,3.42,2019-02-26,1000697_0001193125-19-051872.mda,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-19-051872.txt,2.80,2020-02-25,1000697_0001193125-20-048303.mda,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-20-048303.txt,-1.09,-0.04,-0.04,0.01,0.01,-0.02,-0.02,0.00,0.01,0.04,-0.01
45,WRK,WestRock,reports,Materials,Paper Packaging,Atlanta; Georgia,,1732845,2015,,nan,,0.00,,nan,,0.00,2018-11-16,1732845_0001564590-18-029723.mda,https://www.sec.gov/Archives/edgar/data/1732845/0001564590-18-029723.txt,-0.16,2019-11-18,1732845_0000950123-19-011534.mda,https://www.sec.gov/Archives/edgar/data/1732845/0000950123-19-011534.txt,-2.65,2020-11-23,1732845_0001564590-20-054816.mda,https://www.sec.gov/Archives/edgar/data/1732845/0001564590-20-054816.txt,-2.36,-0.02,0.05,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
46,WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,Federal Way; Washington,,106535,1900,2016-02-17,106535_0000106535-16-000046.mda,https://www.sec.gov/Archives/edgar/data/106535/0000106535-16-000046.txt,0.00,2017-02-24,106535_0000106535-17-000007.mda,https://www.sec.gov/Archives/edgar/data/106535/0000106535-17-000007.txt,0.00,2018-02-16,106535_0000106535-18-000013.mda,https://www.sec.gov/Archives/edgar/data/106535/0000106535-18-000013.txt,0.00,2019-02-15,106535_0000106535-19-000014.mda,https://www.sec.gov/Archives/edgar/data/106535/0000106535-19-000014.txt,0.00,2020-02-14,106535_0001564590-20-004822.mda,https://www.sec.gov/Archives/edgar/data/106535/0001564590-20-004822.txt,0.00,0.02,0.00,0.03,0.01,0.01,0.00,0.01,0.01,0.05,0.00
47,WHR,Whirlpool Corporation,reports,Consumer Discretionary,Household Appliances,Benton Harbor; Michigan,,106640,1911,2016-02-16,106640_0000106640-16-000068.mda,https://www.sec.gov/Archives/edgar/data/106640/0000106640-16-000068.txt,2.53,2017-02-13,106640_0000106640-17-000013.mda,https://www.sec.gov/Archives/edgar/data/106640/0000106640-17-000013.txt,1.91,2018-02-13,106640_0000106640-18-000019.mda,https://www.sec.gov/Archives/edgar/data/106640/0000106640-18-000019.txt,0.18,2019-02-12,106640_0000106640-19-000016.mda,https://www.sec.gov/Archives/edgar/data/106640/0000106640-19-000016.txt,0.47,2020-02-11,106640_0000106640-20-000017.mda,https://www.sec.gov/Archives/edgar/data/106640/0000106640-20-000017.txt,0.82,-0.01,0.02,0.07,0.04,-0.01,0.00,0.00,0.00,0.00,0.00
48,MO,Altria Group,reports,Consumer Staples,Tobacco,Richmond; Virginia,1957-03-04,764180,1985,2016-02-25,764180_0000764180-16-000128.mda,https://www.sec.gov/Archives/edgar/data/764180/0000764180-16-000128.txt,0.69,2017-02-27,764180_0000764180-17-000028.mda,https://www.sec.gov/Archives/edgar/data/764180/0000764180-17-000028.txt,1.17,2018-02-27,764180_0000764180-18-000028.mda,https://www.sec.gov/Archives/edgar/data/764180/0000764180-18-000028.txt,-0.86,2019-02-26,764180_0000764180-19-000023.mda,https://www.sec.gov/Archives/edgar/data/764180/0000764180-19-000023.txt,-2.93,2020-02-25,764180_0000764180-20-000018.mda,https://www.sec.gov/Archives/edgar/data/764180/0000764180-20-000018.txt,-3.42,-0.04,-0.04,0.02,0.01,-0.01,-0.04,0.01,0.00,0.01,0.00
49,AEP,American Electric Power,reports,Utilities,Electric Utilities,Columbus; Ohio,1957-03-04,4904,1906,2016-02-24,4904_0000004904-16-000056.mda,https://www.sec.gov/Archives/edgar/data/4904/0000004904-16-000056.txt,0.00,2017-02-28,4904_0000004904-17-000019.mda,https://www.sec.gov/Archives/edgar/data/4904/0000004904-17-000019.txt,0.00,2018-02-23,4904_0000004904-18-000009.mda,https://www.sec.gov/Archives/edgar/data/4904/0000004904-18-000009.txt,0.00,2019-02-21,4904_0000004904-19-000009.mda,https://www.sec.gov/Archives/edgar/data/4904/0000004904-19-000009.txt,0.00,2020-02-20,4904_0000004904-20-000007.mda,https://www.sec.gov/Archives/edgar/data/4904/0000004904-20-000007.txt,0.00,-0.11,-0.02,0.01,0.01,-0.01,0.02,-0.01,-0.01,-0.01,0.02
50,BA,Boeing Company,reports,Industrials,Aerospace & Defense,Chicago; Illinois,1957-03-04,12927,1916,2016-02-10,12927_0000012927-16-000099.mda,https://www.sec.gov/Archives/edgar/data/12927/0000012927-16-000099.txt,-1.46,2017-02-08,12927_0000012927-17-000006.mda,https://www.sec.gov/Archives/edgar/data/12927/0000012927-17-000006.txt,-2.40,2018-02-12,12927_0000012927-18-000007.mda,https://www.sec.gov/Archives/edgar/data/12927/0000012927-18-000007.txt,-0.48,2019-02-08,12927_0000012927-19-000010.mda,https://www.sec.gov/Archives/edgar/data/12927/0000012927-19-000010.txt,0.73,2020-01-31,12927_0000012927-20-000014.mda,https://www.sec.gov/Archives/edgar/data/12927/0000012927-20-000014.txt,-0.83,0.04,-0.02,0.03,0.00,0.03,0.00,0.02,-0.01,-0.02,-0.09
51,BMY,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,New York City; New York,1957-03-04,14272,1989,2016-02-12,14272_0000014272-16-000288.mda,https://www.sec.gov/Archives/edgar/data/14272/0000014272-16-000288.txt,1.40,2017-02-21,14272_0000014272-17-000047.mda,https://www.sec.gov/Archives/edgar/data/14272/0000014272-17-000047.txt,1.36,2018-02-13,14272_0000014272-18-000055.mda,https://www.sec.gov/Archives/edgar/data/14272/0000014272-18-000055.txt,2.25,2019-02-25,14272_0000014272-19-000047.mda,https://www.sec.gov/Archives/edgar/data/14272/0000014272-19-000047.txt,2.54,2020-02-24,14272_0000014272-20-000082.mda,https://www.sec.gov/Archives/edgar/data/14272/0000014272-20-000082.txt,3.77,-0.06,-0.03,0.05,-0.01,0.07,0.03,0.00,0.00,0.07,0.00
52,CPB,Campbell Soup,reports,Consumer Staples,Packaged Foods & Meats,Camden; New Jersey,1957-03-04,16732,1869,2016-09-22,16732_0000016732-16-000146.mda,https://www.sec.gov/Archives/edgar/data/16732/0000016732-16-000146.txt,0.00,2017-09-27,16732_0000016732-17-000058.mda,https://www.sec.gov/Archives/edgar/data/16732/0000016732-17-000058.txt,-0.59,2018-09-27,16732_0000016732-18-000062.mda,https://www.sec.gov/Archives/edgar/data/16732/0000016732-18-000062.txt,-2.55,2019-09-26,16732_0000016732-19-000070.mda,https://www.sec.gov/Archives/edgar/data/16732/0000016732-19-000070.txt,0.00,2020-09-24,16732_0000016732-20-000111.mda,https://www.sec.gov/Archives/edgar/data/16732/0000016732-20-000111.txt,0.00,0.07,0.05,0.00,0.01,-0.05,-0.06,0.00,0.01,-0.02,-0.01
53,CAT,Caterpillar,reports,Industrials,Construction Machinery & Heavy Trucks,Deerfield; Illinois,1957-03-04,18230,1925,2016-02-16,18230_0000018230-16-000410.mda,https://www.sec.gov/Archives/edgar/data/18230/0000018230-16-000410.txt,-3.35,2017-02-15,18230_0000018230-17-000041.mda,https://www.sec.gov/Archives/edgar/data/18230/0000018230-17-000041.txt,-4.70,2018-02-15,18230_0000018230-18-000042.mda,https://www.sec.gov/Archives/edgar/data/18230/0000018230-18-000042.txt,1.25,2019-02-14,18230_0000018230-19-000034.mda,https://www.sec.gov/Archives/edgar/data/18230/0000018230-19-000034.txt,4.10,2020-02-19,18230_0000018230-20-000056.mda,https://www.sec.gov/Archives/edgar/data/18230/0000018230-20-000056.txt,0.57,-0.06,0.00,0.04,0.02,0.01,-0.01,0.00,0.00,0.00,0.00
54,CVX,Chevron Corporation,reports,Energy,Integrated Oil & Gas,San Ramon; California,1957-03-04,93410,1879,2016-02-25,93410_0000093410-16-000049.mda,https://www.sec.gov/Archives/edgar/data/93410/0000093410-16-000049.txt,0.00,2017-02-23,93410_0000093410-17-000013.mda,https://www.sec.gov/Archives/edgar/data/93410/0000093410-17-000013.txt,0.00,2018-02-22,93410_0000093410-18-000010.mda,https://www.sec.gov/Archives/edgar/data/93410/0000093410-18-000010.txt,0.00,2019-02-22,93410_0000093410-19-000008.mda,https://www.sec.gov/Archives/edgar/data/93410/0000093410-19-000008.txt,0.00,2020-02-21,93410_0000093410-20-000010.mda,https://www.sec.gov/Archives/edgar/data/93410/0000093410-20-000010.txt,0.00,-0.15,-0.05,0.02,0.00,0.03,0.03,0.03,0.00,0.03,-0.01
55,KO,Coca-Cola Company,reports,Consumer Staples,Soft Drinks,Atlanta; Georgia,1957-03-04,21344,1886,2016-02-25,21344_0000021344-16-000050.mda,https://www.sec.gov/Archives/edgar/data/21344/0000021344-16-000050.txt,2.02,2017-02-24,21344_0000021344-17-000009.mda,https://www.sec.gov/Archives/edgar/data/21344/0000021344-17-000009.txt,1.43,2018-02-23,21344_0000021344-18-000008.mda,https://www.sec.gov/Archives/edgar/data/21344/0000021344-18-000008.txt,1.45,2019-02-21,21344_0000021344-19-000014.mda,https://www.sec.gov/Archives/edgar/data/21344/0000021344-19-000014.txt,1.08,2020-02-24,21344_0000021344-20-000006.mda,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000006.txt,2.30,-0.05,-0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.00,-0.02
56,CL,Colgate-Palmolive,reports,Consumer Staples,Household Products,New York City; New York,1957-03-04,21665,1806,2016-02-18,21665_0001628280-16-011343.mda,https://www.sec.gov/Archives/edgar/data/21665/0001628280-16-011343.txt,1.80,2017-02-23,21665_0000021665-17-000002.mda,https://www.sec.gov/Archives/edgar/data/21665/0000021665-17-000002.txt,1.71,2018-02-15,21665_0000021665-18-000003.mda,https://www.sec.gov/Archives/edgar/data/21665/0000021665-18-000003.txt,2.03,2019-02-21,21665_0000021665-19-000003.mda,https://www.sec.gov/Archives/edgar/data/21665/0000021665-19-000003.txt,1.67,2020-02-21,21665_0000021665-20-000004.mda,https://www.sec.gov/Archives/edgar/data/21665/0000021665-20-000004.txt,2.70,-0.10,-0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.01
57,COP,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,Houston; Texas,1957-03-04,1163165,2002,2016-02-23,1163165_0001193125-16-472901.mda,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-16-472901.txt,-1.81,2017-02-21,1163165_0001193125-17-050077.mda,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-17-050077.txt,0.00,2018-02-20,1163165_0001193125-18-049729.mda,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-18-049729.txt,-0.06,2019-02-19,1163165_0001193125-19-043841.mda,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-19-043841.txt,0.06,2020-02-18,1163165_0001193125-20-039954.mda,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-20-039954.txt,-0.65,-0.08,0.02,-0.01,0.02,0.02,-0.02,0.00,0.00,0.00,-0.04
58,CVS,CVS Health,reports,Health Care,Health Care Services,Woonsocket; Rhode Island,1957-03-04,64803,1996,2016-02-09,64803_0000064803-16-000074.mda,https://www.sec.gov/Archives/edgar/data/64803/0000064803-16-000074.txt,0.00,2017-02-09,64803_0000064803-17-000006.mda,https://www.sec.gov/Archives/edgar/data/64803/0000064803-17-000006.txt,0.00,2018-02-14,64803_0001558370-18-000707.mda,https://www.sec.gov/Archives/edgar/data/64803/0001558370-18-000707.txt,0.00,2019-02-28,64803_0000064803-19-000013.mda,https://www.sec.gov/Archives/edgar/data/64803/0000064803-19-000013.txt,0.00,2020-02-18,64803_0000064803-20-000007.mda,https://www.sec.gov/Archives/edgar/data/64803/0000064803-20-000007.txt,0.29,-0.11,0.00,-0.10,-0.01,-0.02,0.01,0.03,0.02,0.08,0.04
59,DE,Deere & Co.,reports,Industrials,Agricultural & Farm Machinery,Moline; Illinois,1957-03-04,315189,1837,2016-12-19,315189_0001047469-16-017244.mda,https://www.sec.gov/Archives/edgar/data/315189/0001047469-16-017244.txt,0.00,2017-12-18,315189_0001047469-17-007719.mda,https://www.sec.gov/Archives/edgar/data/315189/0001047469-17-007719.txt,0.00,2018-12-17,315189_0001047469-18-007694.mda,https://www.sec.gov/Archives/edgar/data/315189/0001047469-18-007694.txt,0.00,2019-12-19,315189_0001558370-19-011614.mda,https://www.sec.gov/Archives/edgar/data/315189/0001558370-19-011614.txt,0.00,2020-12-17,315189_0001558370-20-014436.mda,https://www.sec.gov/Archives/edgar/data/315189/0001558370-20-014436.txt,0.00,0.03,0.04,0.01,0.01,-0.06,0.02,0.03,0.00,0.00,0.01
